project.number,status,project.type,approval.date,implementation.start.date,original.completion.date,revised.completion.date, project.budget , cumulative.disbursements , undisbursed.amount ,success.rating
4696,FINANCIALLY COMPLETED,PP,38679.00,38699.00,39051.00,39355.00,  0.995 ,  0.823 ,  0.172 ,
4697,FINANCIALLY COMPLETED,AD,38679.00,38768.00,39051.00,39813.00,  0.900 ,  0.803 ,  0.097 ,1
4698,FINANCIALLY COMPLETED,AD,38680.00,38722.00,39752.00,39933.00,  0.625 ,  0.609 ,  0.016 ,1
4699,FINANCIALLY COMPLETED,AD,38680.00,38699.00,39416.00,39447.00,  0.400 ,  0.307 ,  0.093 ,1
4700,FINANCIALLY COMPLETED,AD,38681.00,38688.00,39506.00,39994.00,  0.600 ,  0.588 ,  0.012 ,1
4701,FINANCIALLY COMPLETED,AD,38684.00,38736.00,38990.00,39629.00,  0.400 ,  0.333 ,  0.067 ,1
4702,FINANCIALLY COMPLETED,AD,38684.00,38826.00,39082.00,39629.00,  0.500 ,  0.500 ,  0.000 ,1
4703,FINANCIALLY COMPLETED,AD,38684.00,38754.00,38990.00,39629.00,  0.500 ,  0.400 ,  0.100 ,1
4704,FINANCIALLY COMPLETED,AD,38685.00,38693.00,39478.00,39994.00,  0.260 ,  0.189 ,  0.071 ,1
4705,FINANCIALLY COMPLETED,AD,38685.00,38713.00,39447.00,39458.00,  0.400 ,  0.376 ,  0.024 ,1
4706,FINANCIALLY COMPLETED,AD,38688.00,38757.00,39082.00,39903.00,  0.600 ,  0.561 ,  0.039 ,1
4707,FINANCIALLY COMPLETED,AD,38688.00,38824.00,39263.00,39458.00,  0.480 ,  0.451 ,  0.029 ,1
4708,FINANCIALLY COMPLETED,AD,38688.00,38748.00,39051.00,39599.00,  0.600 ,  0.574 ,  0.026 ,1
4709,FINANCIALLY COMPLETED,PP,38688.00,38753.00,38929.00,39355.00,  0.300 ,  0.298 ,  0.002 ,1
4710,FINANCIALLY COMPLETED,PP,38688.00,38688.00,39021.00,39752.00,  1.000 ,  0.874 ,  0.126 ,1
4711,FINANCIALLY COMPLETED,AD,38688.00,38932.00,40543.00,40908.00,  0.800 ,  0.298 ,  0.502 ,1
4712,FINANCIALLY COMPLETED,AD,38691.00,38729.00,39629.00,39872.00,  0.300 ,  0.294 ,  0.006 ,1
4713,FINANCIALLY COMPLETED,AD,38691.00,38943.00,39082.00,39691.00,  0.475 ,  0.448 ,  0.027 ,
4714,FINANCIALLY COMPLETED,AD,38691.00,38910.00,39599.00,39599.00,  0.600 ,  0.600 ,  -   ,1
4715,FINANCIALLY COMPLETED,AD,38692.00,38700.00,38929.00,39813.00,  0.600 ,  0.358 ,  0.242 ,0
4716,FINANCIALLY COMPLETED,AD,38693.00,38806.00,39325.00,39813.00,  0.755 ,  0.726 ,  0.029 ,1
4717,FINANCIALLY COMPLETED,AD,38693.00,38832.00,39141.00,39355.00,  0.720 ,  0.685 ,  0.035 ,1
4718,FINANCIALLY COMPLETED,AD,38694.00,38694.00,39447.00,39813.00,  0.150 ,  0.119 ,  0.031 ,
4719,FINANCIALLY COMPLETED,AD,38694.00,38694.00,39202.00,39202.00,  0.150 ,  0.122 ,  0.028 ,
4720,FINANCIALLY COMPLETED,PP,38694.00,38750.00,38898.00,39325.00,  0.480 ,  0.402 ,  0.078 ,0
4721,FINANCIALLY COMPLETED,PP,38695.00,38770.00,39051.00,39903.00,  0.780 ,  0.658 ,  0.122 ,
4722,FINANCIALLY COMPLETED,AD,38695.00,38727.00,39506.00,40178.00,  1.000 ,  0.897 ,  0.103 ,1
4723,FINANCIALLY COMPLETED,AD,38695.00,38721.00,39082.00,39568.00,  0.450 ,  0.428 ,  0.022 ,1
4724,FINANCIALLY COMPLETED,AD,38694.00,38981.00,39416.00,40268.00,  0.500 ,  0.491 ,  0.009 ,1
4725,FINANCIALLY COMPLETED,AD,38695.00,38736.00,39082.00,40178.00,  0.700 ,  0.476 ,  0.224 ,1
4726,FINANCIALLY COMPLETED,PP,38698.00,38863.00,39082.00,39447.00,  0.700 ,  0.439 ,  0.261 ,1
4727,FINANCIALLY COMPLETED,AD,38698.00,38821.00,39386.00,40178.00,  1.000 ,  0.881 ,  0.119 ,1
4728,FINANCIALLY COMPLETED,AD,38698.00,38722.00,39172.00,39538.00,  2.000 ,  1.894 ,  0.106 ,1
4729,FINANCIALLY COMPLETED,AD,38698.00,38764.00,39568.00,39721.00,  0.400 ,  0.179 ,  0.221 ,1
4730,FINANCIALLY COMPLETED,AD,38699.00,38730.00,39844.00,40209.00,  2.000 ,  0.832 ,  1.168 ,1
4731,FINANCIALLY COMPLETED,AD,38699.00,38910.00,39021.00,39629.00,  0.500 ,  0.489 ,  0.011 ,1
4732,FINANCIALLY COMPLETED,PP,38699.00,38813.00,39263.00,40329.00,  0.900 ,  0.689 ,  0.211 ,
4733,FINANCIALLY COMPLETED,PP,38699.00,38741.00,39021.00,40421.00,  0.700 ,  0.618 ,  0.082 ,
4734,FINANCIALLY COMPLETED,AD,38700.00,38700.00,39263.00,39538.00,  0.150 ,  0.085 ,  0.065 ,
4735,FINANCIALLY COMPLETED,AD,38700.00,38804.00,39141.00,39691.00,  0.250 ,  0.207 ,  0.043 ,1
4736,FINANCIALLY COMPLETED,AD,38701.00,38831.00,39263.00,40056.00,  0.400 ,  0.369 ,  0.031 ,
4737,FINANCIALLY COMPLETED,AD,38701.00,38807.00,39447.00,40298.00,  0.900 ,  0.894 ,  0.006 ,1
4738,FINANCIALLY COMPLETED,AD,38702.00,38876.00,39202.00,39522.00,  0.350 ,  0.307 ,  0.043 ,
4739,FINANCIALLY COMPLETED,PP,38702.00,38765.00,39021.00,39082.00,  0.400 ,  0.199 ,  0.201 ,
4740,FINANCIALLY COMPLETED,PP,38705.00,39058.00,39202.00,40543.00,  0.950 ,  0.902 ,  0.048 ,
4741,FINANCIALLY COMPLETED,AD,38705.00,38821.00,39141.00,40543.00,  0.550 ,  0.456 ,  0.094 ,1
4742,FINANCIALLY COMPLETED,PP,38705.00,38757.00,39202.00,39447.00,  0.800 ,  0.772 ,  0.028 ,
4743,FINANCIALLY COMPLETED,AD,38705.00,39063.00,39202.00,40298.00,  0.750 ,  0.468 ,  0.282 ,1
4744,FINANCIALLY COMPLETED,PP,38705.00,38960.00,39202.00,40178.00,  1.000 ,  0.561 ,  0.439 ,
4745,FINANCIALLY COMPLETED,PP,38705.00,38859.00,39141.00,40209.00,  0.600 ,  0.516 ,  0.084 ,
4746,FINANCIALLY COMPLETED,AD,38702.00,38702.00,39082.00,39813.00,  0.300 ,  0.295 ,  0.005 ,1
4747,FINANCIALLY COMPLETED,AD,38706.00,38729.00,39447.00,39721.00,  0.600 ,  0.561 ,  0.039 ,1
4748,FINANCIALLY COMPLETED,AD,38705.00,38751.00,39536.00,40724.00,  0.511 ,  0.392 ,  0.119 ,1
4749,FINANCIALLY COMPLETED,AD,38702.00,38871.00,39601.00,39782.00,  0.500 ,  0.370 ,  0.130 ,1
4750,FINANCIALLY COMPLETED,PP,38707.00,38756.00,38898.00,39248.00,  0.600 ,  0.412 ,  0.188 ,1
4751,FINANCIALLY COMPLETED,PP,38707.00,38737.00,38929.00,39447.00,  1.000 ,  0.065 ,  0.935 ,
4752,FINANCIALLY COMPLETED,AD,38707.00,38748.00,39172.00,40237.00,  0.760 ,  0.732 ,  0.028 ,1
4753,FINANCIALLY COMPLETED,PP,38707.00,38881.00,39020.00,39538.00,  1.495 ,  1.201 ,  0.294 ,
4754,FINANCIALLY COMPLETED,PP,38707.00,38740.00,39020.00,39294.00,  0.600 ,  0.496 ,  0.104 ,
4755,FINANCIALLY COMPLETED,AD,38707.00,38751.00,39447.00,39629.00,  0.600 ,  0.585 ,  0.015 ,1
4756,FINANCIALLY COMPLETED,PP,38707.00,38747.00,39082.00,39872.00,  1.000 ,  0.957 ,  0.043 ,
4757,FINANCIALLY COMPLETED,AD,38708.00,38768.00,39263.00,39263.00,  0.300 ,  0.250 ,  0.050 ,1
4758,FINANCIALLY COMPLETED,AD,38708.00,38763.00,39141.00,39507.00,  0.400 ,  0.222 ,  0.178 ,1
4759,FINANCIALLY COMPLETED,AD,38708.00,38764.00,39478.00,39629.00,  0.685 ,  0.593 ,  0.092 ,1
4760,FINANCIALLY COMPLETED,AD,38720.00,38797.00,39325.00,39447.00,  0.350 ,  0.290 ,  0.060 ,1
4761,FINANCIALLY COMPLETED,AD,38720.00,38748.00,38990.00,39325.00,  0.600 ,  0.365 ,  0.235 ,1
4762,FINANCIALLY COMPLETED,AD,38733.00,38861.00,39325.00,39813.00,  2.100 ,  1.979 ,  0.121 ,1
4763,FINANCIALLY COMPLETED,PP,38733.00,38805.00,39082.00,40359.00,  1.700 ,  1.645 ,  0.055 ,
4764,FINANCIALLY COMPLETED,PP,38748.00,38756.00,38990.00,40177.00,  0.700 ,  0.667 ,  0.033 ,1
4765,FINANCIALLY COMPLETED,AD,38761.00,38826.00,39506.00,39752.00,  0.400 ,  0.349 ,  0.051 ,1
4766,FINANCIALLY COMPLETED,AD,38776.00,38805.00,39629.00,40178.00,  0.700 ,  0.676 ,  0.024 ,1
4767,FINANCIALLY COMPLETED,AD,38776.00,38881.00,39447.00,39772.00,  0.300 ,  0.258 ,  0.042 ,1
4768,FINANCIALLY COMPLETED,AD,38777.00,38807.00,39021.00,40025.00,  0.500 ,  0.497 ,  0.003 ,1
4769,FINANCIALLY COMPLETED,AD,38784.00,38784.00,39172.00,39447.00,  0.150 ,  0.147 ,  0.003 ,
4770,FINANCIALLY COMPLETED,AD,38786.00,38894.00,39172.00,40025.00,  0.650 ,  0.600 ,  0.050 ,1
4771,CANCELLED,PP,38786.00,,39141.00,39141.00,  0.450 ,  -   ,  0.450 ,
4772,FINANCIALLY COMPLETED,AD,38796.00,38796.00,38990.00,39141.00,  0.150 ,  0.130 ,  0.020 ,
4773,FINANCIALLY COMPLETED,PP,38797.00,38833.00,39172.00,40178.00,  0.600 ,  0.556 ,  0.044 ,
4774,FINANCIALLY COMPLETED,AD,38796.00,38863.00,39447.00,39447.00,  0.450 ,  0.433 ,  0.017 ,1
4775,FINANCIALLY COMPLETED,AD,38800.00,38827.00,39872.00,40602.00,  2.000 ,  1.960 ,  0.040 ,1
4776,FINANCIALLY COMPLETED,AD,38804.00,38807.00,39325.00,39629.00,  0.720 ,  0.671 ,  0.049 ,1
4777,FINANCIALLY COMPLETED,AD,38810.00,38846.00,39447.00,39447.00,  0.800 ,  0.731 ,  0.069 ,1
4778,FINANCIALLY COMPLETED,AD,38810.00,39034.00,39599.00,40162.00,  1.800 ,  1.720 ,  0.080 ,1
4779,FINANCIALLY COMPLETED,AD,38818.00,38905.00,39263.00,40237.00,  1.520 ,  1.039 ,  0.481 ,1
4780,FINANCIALLY COMPLETED,AD,38824.00,38860.00,39903.00,39903.00,  2.000 ,  1.410 ,  0.590 ,1
4781,FINANCIALLY COMPLETED,PP,38827.00,39066.00,39233.00,39903.00,  0.600 ,  0.529 ,  0.071 ,
4782,FINANCIALLY COMPLETED,PP,38835.00,38861.00,39113.00,39629.00,  0.500 ,  0.498 ,  0.002 ,
4783,FINANCIALLY COMPLETED,PP,38835.00,38868.00,39141.00,39813.00,  0.500 ,  0.499 ,  0.001 ,
4784,FINANCIALLY COMPLETED,PP,38847.00,38902.00,39051.00,39416.00,  0.650 ,  0.642 ,  0.008 ,
4785,FINANCIALLY COMPLETED,PP,38847.00,38867.00,39172.00,39660.00,  0.650 ,  0.618 ,  0.032 ,
4786,FINANCIALLY COMPLETED,AD,38847.00,38916.00,39233.00,39903.00,  0.800 ,  0.793 ,  0.007 ,1
4787,FINANCIALLY COMPLETED,AD,38847.00,38847.00,39568.00,39447.00,  0.140 ,  0.137 ,  0.003 ,
4788,FINANCIALLY COMPLETED,AD,38848.00,38919.00,39416.00,39813.00,  0.430 ,  0.392 ,  0.038 ,1
4789,FINANCIALLY COMPLETED,AD,38853.00,38855.00,39447.00,39691.00,  0.600 ,  0.556 ,  0.044 ,1
4790,FINANCIALLY COMPLETED,AD,38859.00,38874.00,39629.00,40359.00,  0.500 ,  0.488 ,  0.012 ,1
4791,FINANCIALLY COMPLETED,PP,38862.00,38877.00,39233.00,39813.00,  0.750 ,  0.719 ,  0.031 ,
4792,FINANCIALLY COMPLETED,PP,38863.00,38889.00,39141.00,39263.00,  0.500 ,  0.466 ,  0.034 ,
4793,FINANCIALLY COMPLETED,PP,38867.00,38887.00,39478.00,39752.00,  1.060 ,  1.050 ,  0.010 ,
4794,FINANCIALLY COMPLETED,AD,38867.00,38875.00,39233.00,39599.00,  0.250 ,  0.203 ,  0.047 ,1
4795,FINANCIALLY COMPLETED,AD,38873.00,39051.00,39113.00,40268.00,  0.375 ,  0.248 ,  0.127 ,0
4796,FINANCIALLY COMPLETED,PP,38875.00,38923.00,39141.00,39355.00,  0.400 ,  0.309 ,  0.091 ,1
4797,FINANCIALLY COMPLETED,PP,38875.00,38897.00,39202.00,39629.00,  0.400 ,  0.371 ,  0.029 ,0
4798,FINANCIALLY COMPLETED,AD,38905.00,38910.00,39478.00,40178.00,  2.553 ,  2.209 ,  0.343 ,1
4799,FINANCIALLY COMPLETED,PP,38883.00,38974.00,39082.00,39721.00,  0.500 ,  0.423 ,  0.077 ,
4800,FINANCIALLY COMPLETED,PP,38884.00,39063.00,39082.00,39447.00,  0.800 ,  0.582 ,  0.218 ,1
4801,FINANCIALLY COMPLETED,AD,38884.00,38916.00,39599.00,39813.00,  0.300 ,  0.272 ,  0.028 ,1
4802,FINANCIALLY COMPLETED,PP,38884.00,39000.00,39172.00,39629.00,  0.900 ,  0.884 ,  0.016 ,
4803,FINANCIALLY COMPLETED,AD,38889.00,38889.00,39506.00,40117.00,  0.150 ,  0.134 ,  0.016 ,
4804,FINANCIALLY COMPLETED,PP,38890.00,38971.00,39082.00,39507.00,  0.500 ,  0.498 ,  0.002 ,
4805,FINANCIALLY COMPLETED,PP,38891.00,38929.00,39325.00,39599.00,  0.800 ,  0.791 ,  0.009 ,
4806,FINANCIALLY COMPLETED,AD,38896.00,38939.00,39202.00,39355.00,  0.400 ,  0.364 ,  0.036 ,1
4807,FINANCIALLY COMPLETED,PP,38896.00,38950.00,39141.00,39813.00,  0.600 ,  0.558 ,  0.042 ,
4808,FINANCIALLY COMPLETED,PP,38897.00,38944.00,39172.00,39813.00,  0.600 ,  0.575 ,  0.025 ,
4809,FINANCIALLY COMPLETED,AD,38897.00,38918.00,39538.00,39644.00,  0.750 ,  0.740 ,  0.010 ,1
4810,FINANCIALLY COMPLETED,AD,38897.00,38938.00,39538.00,40482.00,  0.400 ,  0.399 ,  0.001 ,1
4811,FINANCIALLY COMPLETED,PP,38897.00,38931.00,39202.00,39263.00,  0.500 ,  0.474 ,  0.026 ,
4812,FINANCIALLY COMPLETED,AD,38898.00,38911.00,39293.00,39964.00,  0.600 ,  0.522 ,  0.078 ,1
4813,FINANCIALLY COMPLETED,AD,38897.00,38951.00,41182.00,41547.00,  0.560 ,  0.508 ,  0.052 ,1
4814,FINANCIALLY COMPLETED,PP,38898.00,38923.00,39813.00,39813.00,  15.000 ,  12.230 ,  2.770 ,1
4815,FINANCIALLY COMPLETED,PP,38916.00,38981.00,39202.00,39447.00,  0.700 ,  0.628 ,  0.072 ,
4816,FINANCIALLY COMPLETED,PP,38917.00,38974.00,39294.00,40178.00,  0.800 ,  0.792 ,  0.008 ,
4817,FINANCIALLY COMPLETED,PP,38917.00,39034.00,39263.00,39507.00,  0.600 ,  0.563 ,  0.037 ,
4818,FINANCIALLY COMPLETED,PP,38917.00,38971.00,39263.00,39629.00,  0.500 ,  0.451 ,  0.049 ,
4819,FINANCIALLY COMPLETED,PP,38917.00,38972.00,39263.00,40724.00,  0.620 ,  0.579 ,  0.041 ,
4820,FINANCIALLY COMPLETED,AD,38922.00,39174.00,39721.00,39813.00,  0.800 ,  0.677 ,  0.123 ,1
4821,FINANCIALLY COMPLETED,PP,38924.00,38979.00,39233.00,40724.00,  0.950 ,  0.901 ,  0.049 ,
4822,FINANCIALLY COMPLETED,PP,38931.00,38931.00,39051.00,39476.00,  0.150 ,  0.132 ,  0.018 ,
4823,FINANCIALLY COMPLETED,PP,38936.00,38951.00,39202.00,39538.00,  0.500 ,  0.432 ,  0.068 ,
4824,FINANCIALLY COMPLETED,AD,38936.00,38966.00,39447.00,39994.00,  0.400 ,  0.295 ,  0.105 ,1
4825,FINANCIALLY COMPLETED,AD,38939.00,39058.00,41274.00,41274.00,  0.300 ,  0.293 ,  0.007 ,1
4826,FINANCIALLY COMPLETED,AD,38945.00,38988.00,39447.00,39872.00,  0.750 ,  0.696 ,  0.054 ,
4827,FINANCIALLY COMPLETED,AD,38946.00,39136.00,40178.00,40329.00,  0.700 ,  0.686 ,  0.014 ,1
4828,FINANCIALLY COMPLETED,PP,38950.00,38999.00,39447.00,39782.00,  2.700 ,  2.068 ,  0.632 ,1
4829,FINANCIALLY COMPLETED,PP,38952.00,38952.00,39172.00,39172.00,  0.150 ,  0.148 ,  0.002 ,
4830,FINANCIALLY COMPLETED,AD,38954.00,39003.00,39447.00,39994.00,  1.000 ,  0.952 ,  0.048 ,1
4831,FINANCIALLY COMPLETED,PP,38954.00,39015.00,39325.00,40178.00,  1.000 ,  0.964 ,  0.036 ,
4832,FINANCIALLY COMPLETED,AD,38959.00,38986.00,39386.00,39964.00,  0.800 ,  0.783 ,  0.017 ,1
4833,FINANCIALLY COMPLETED,PP,38959.00,39003.00,39141.00,39994.00,  0.600 ,  0.572 ,  0.028 ,
4834,FINANCIALLY COMPLETED,PP,38960.00,39023.00,39416.00,40178.00,  0.500 ,  0.375 ,  0.125 ,
4835,FINANCIALLY COMPLETED,PP,38968.00,38995.00,39325.00,39721.00,  0.650 ,  0.488 ,  0.162 ,
4836,FINANCIALLY COMPLETED,AD,38972.00,38999.00,39172.00,41029.00,  1.000 ,  0.922 ,  0.078 ,1
4837,FINANCIALLY COMPLETED,PP,38971.00,38995.00,39538.00,40527.00,  0.500 ,  0.476 ,  0.024 ,
4839,FINANCIALLY COMPLETED,PP,38975.00,39029.00,39233.00,39599.00,  0.500 ,  0.487 ,  0.013 ,
4840,FINANCIALLY COMPLETED,PP,38975.00,38975.00,39141.00,40178.00,  0.070 ,  0.052 ,  0.018 ,
4841,FINANCIALLY COMPLETED,PP,38975.00,39010.00,39309.00,39309.00,  0.600 ,  -   ,  0.600 ,0
4842,FINANCIALLY COMPLETED,PP,38975.00,39023.00,39478.00,40086.00,  0.850 ,  0.840 ,  0.010 ,1
4843,FINANCIALLY COMPLETED,AD,38975.00,39078.00,39447.00,40178.00,  0.995 ,  0.834 ,  0.161 ,
4844,FINANCIALLY COMPLETED,AD,38987.00,39071.00,39813.00,40178.00,  0.250 ,  0.213 ,  0.037 ,1
4845,FINANCIALLY COMPLETED,PP,38989.00,39160.00,39629.00,42004.00,  2.831 ,  2.344 ,  0.487 ,1
4846,FINANCIALLY COMPLETED,PP,38992.00,39034.00,39355.00,39891.00,  1.000 ,  0.779 ,  0.221 ,
4847,ACTIVE,AD,39000.00,39235.00,40512.00,43100.00,  2.000 ,  1.955 ,  0.045 ,
4848,FINANCIALLY COMPLETED,PP,39006.00,39042.00,39568.00,41517.00,  1.900 ,  1.270 ,  0.630 ,
4849,FINANCIALLY COMPLETED,AD,39007.00,39046.00,39385.00,40117.00,  0.600 ,  0.521 ,  0.079 ,1
4851,FINANCIALLY COMPLETED,PP,39013.00,39063.00,39202.00,39478.00,  0.500 ,  0.090 ,  0.410 ,
4852,FINANCIALLY COMPLETED,AD,39013.00,39013.00,39172.00,39232.00,  0.150 ,  0.078 ,  0.072 ,
4853,FINANCIALLY COMPLETED,PP,39013.00,39177.00,39416.00,39782.00,  0.870 ,  0.835 ,  0.035 ,
4854,FINANCIALLY COMPLETED,PP,39013.00,39013.00,39202.00,39202.00,  0.150 ,  0.130 ,  0.020 ,
4855,FINANCIALLY COMPLETED,PP,39014.00,39100.00,39386.00,40543.00,  0.950 ,  0.790 ,  0.160 ,
4856,FINANCIALLY COMPLETED,AD,39014.00,39094.00,39813.00,40178.00,  0.800 ,  0.773 ,  0.027 ,1
4857,FINANCIALLY COMPLETED,AD,39016.00,39076.00,39447.00,40405.00,  1.100 ,  1.008 ,  0.092 ,
4858,FINANCIALLY COMPLETED,AD,39017.00,39070.00,39386.00,39660.00,  0.300 ,  0.247 ,  0.053 ,1
4859,FINANCIALLY COMPLETED,AD,39016.00,39380.00,41943.00,42704.00,  7.820 ,  5.184 ,  2.636 ,
4860,FINANCIALLY COMPLETED,AD,39020.00,39034.00,39903.00,39903.00,  0.900 ,  0.685 ,  0.215 ,1
4861,FINANCIALLY COMPLETED,AD,39021.00,39080.00,40117.00,40451.00,  1.000 ,  0.286 ,  0.714 ,1
4862,FINANCIALLY COMPLETED,PP,39023.00,39205.00,39568.00,40178.00,  2.400 ,  2.340 ,  0.060 ,
4863,FINANCIALLY COMPLETED,PP,39028.00,39211.00,39447.00,39752.00,  0.700 ,  0.508 ,  0.192 ,
4864,FINANCIALLY COMPLETED,AD,39030.00,39129.00,39355.00,40086.00,  0.600 ,  0.524 ,  0.076 ,1
4865,FINANCIALLY COMPLETED,AD,39031.00,39092.00,39325.00,39994.00,  0.460 ,  0.425 ,  0.035 ,1
4866,FINANCIALLY COMPLETED,PP,39034.00,39100.00,39721.00,40178.00,  0.500 ,  0.430 ,  0.070 ,
4867,FINANCIALLY COMPLETED,PP,39037.00,39167.00,39386.00,40543.00,  0.600 ,  0.553 ,  0.047 ,
4868,FINANCIALLY COMPLETED,AD,39037.00,39105.00,39355.00,40178.00,  0.600 ,  0.436 ,  0.164 ,1
4869,FINANCIALLY COMPLETED,AD,39038.00,39125.00,40178.00,40633.00,  1.000 ,  0.965 ,  0.035 ,1
4870,FINANCIALLY COMPLETED,AD,39038.00,39130.00,39568.00,39813.00,  0.950 ,  0.855 ,  0.095 ,1
4871,FINANCIALLY COMPLETED,AD,39041.00,39071.00,39294.00,39659.00,  0.200 ,  0.163 ,  0.037 ,1
4872,FINANCIALLY COMPLETED,AD,39042.00,39184.00,40908.00,41455.00,  2.000 ,  1.640 ,  0.360 ,1
4873,FINANCIALLY COMPLETED,AD,39043.00,39105.00,39447.00,40178.00,  0.425 ,  0.179 ,  0.246 ,1
4874,FINANCIALLY COMPLETED,PP,39043.00,39119.00,39172.00,40237.00,  0.600 ,  0.163 ,  0.437 ,
4875,FINANCIALLY COMPLETED,PP,39043.00,39195.00,39355.00,39844.00,  0.500 ,  0.487 ,  0.013 ,
4876,FINANCIALLY COMPLETED,PP,39048.00,39107.00,39294.00,40025.00,  0.900 ,  0.817 ,  0.083 ,
4877,FINANCIALLY COMPLETED,AD,39050.00,39105.00,39478.00,40117.00,  0.600 ,  0.599 ,  0.001 ,1
4878,FINANCIALLY COMPLETED,AD,39050.00,39128.00,39538.00,40086.00,  0.630 ,  0.536 ,  0.094 ,1
4879,FINANCIALLY COMPLETED,AD,39052.00,39147.00,39478.00,40451.00,  0.400 ,  0.371 ,  0.029 ,1
4880,FINANCIALLY COMPLETED,AD,39052.00,39235.00,39844.00,40359.00,  0.800 ,  0.667 ,  0.133 ,1
4881,FINANCIALLY COMPLETED,AD,39052.00,39149.00,39599.00,39813.00,  0.800 ,  0.657 ,  0.143 ,1
4882,FINANCIALLY COMPLETED,AD,39055.00,39066.00,39507.00,40329.00,  0.850 ,  0.604 ,  0.246 ,1
4883,FINANCIALLY COMPLETED,AD,39056.00,39056.00,40178.00,40421.00,  0.150 ,  0.140 ,  0.010 ,
4884,FINANCIALLY COMPLETED,AD,39057.00,39127.00,39299.00,40237.00,  0.800 ,  0.547 ,  0.253 ,1
4885,FINANCIALLY COMPLETED,AD,39058.00,39077.00,39967.00,40724.00,  0.250 ,  0.173 ,  0.077 ,1
4886,FINANCIALLY COMPLETED,AD,39058.00,39104.00,39325.00,39813.00,  0.200 ,  0.169 ,  0.031 ,1
4887,FINANCIALLY COMPLETED,AD,39059.00,39062.00,39447.00,40178.00,  2.000 ,  0.051 ,  1.949 ,0
4888,FINANCIALLY COMPLETED,AD,39058.00,39097.00,39447.00,39903.00,  0.400 ,  0.400 ,  0.000 ,1
4889,FINANCIALLY COMPLETED,PP,39059.00,39099.00,39325.00,39416.00,  0.300 ,  0.245 ,  0.055 ,
4890,FINANCIALLY COMPLETED,AD,39062.00,39077.00,40178.00,40908.00,  5.000 ,  4.447 ,  0.553 ,1
4891,FINANCIALLY COMPLETED,AD,39066.00,39245.00,40999.00,41394.00,  0.995 ,  0.976 ,  0.019 ,1
4892,FINANCIALLY COMPLETED,AD,39063.00,39259.00,39813.00,40116.00,  0.200 ,  0.187 ,  0.013 ,1
4893,FINANCIALLY COMPLETED,PP,39064.00,39217.00,39538.00,40451.00,  1.233 ,  0.973 ,  0.260 ,
4894,FINANCIALLY COMPLETED,AD,39064.00,39080.00,39903.00,40086.00,  2.000 ,  1.958 ,  0.042 ,1
4895,FINANCIALLY COMPLETED,PP,39064.00,39064.00,39233.00,39478.00,  0.300 ,  0.285 ,  0.015 ,
4896,FINANCIALLY COMPLETED,PP,39065.00,39133.00,39447.00,39803.00,  0.850 ,  0.782 ,  0.068 ,
4897,FINANCIALLY COMPLETED,AD,39065.00,39091.00,39813.00,40999.00,  2.700 ,  1.753 ,  0.947 ,1
4898,FINANCIALLY COMPLETED,AD,39066.00,39278.00,39355.00,39706.00,  0.600 ,  0.472 ,  0.128 ,1
4899,FINANCIALLY COMPLETED,AD,39069.00,39091.00,39599.00,39813.00,  0.400 ,  0.378 ,  0.022 ,1
4900,FINANCIALLY COMPLETED,PP,39069.00,39192.00,39294.00,40543.00,  0.900 ,  0.795 ,  0.105 ,
4901,FINANCIALLY COMPLETED,AD,39069.00,39155.00,39538.00,40543.00,  1.000 ,  0.941 ,  0.059 ,1
4902,FINANCIALLY COMPLETED,AD,39069.00,39080.00,39568.00,40178.00,  0.570 ,  0.546 ,  0.024 ,1
4903,FINANCIALLY COMPLETED,AD,39069.00,39281.00,39416.00,40268.00,  1.130 ,  0.974 ,  0.156 ,1
4904,FINANCIALLY COMPLETED,AD,39069.00,39092.00,39386.00,39405.00,  0.450 ,  0.419 ,  0.031 ,1
4905,FINANCIALLY COMPLETED,AD,39069.00,39080.00,39325.00,39629.00,  0.300 ,  0.265 ,  0.035 ,
4906,FINANCIALLY COMPLETED,AD,39069.00,39091.00,39903.00,39903.00,  1.200 ,  0.173 ,  1.027 ,0
4907,FINANCIALLY COMPLETED,AD,39066.00,39139.00,39386.00,40056.00,  0.977 ,  0.856 ,  0.121 ,1
4908,FINANCIALLY COMPLETED,AD,39070.00,39176.00,40086.00,40086.00,  1.500 ,  0.795 ,  0.705 ,1
4909,FINANCIALLY COMPLETED,AD,39070.00,39121.00,39813.00,40024.00,  1.200 ,  0.658 ,  0.542 ,1
4910,FINANCIALLY COMPLETED,AD,39071.00,39086.00,39447.00,40086.00,  0.650 ,  0.567 ,  0.083 ,1
4911,FINANCIALLY COMPLETED,PP,39071.00,39505.00,39660.00,40178.00,  0.800 ,  0.733 ,  0.067 ,
4912,FINANCIALLY COMPLETED,AD,39071.00,39138.00,39872.00,41121.00,  0.800 ,  0.739 ,  0.061 ,1
4913,FINANCIALLY COMPLETED,PP,39059.00,39260.00,39386.00,40178.00,  0.600 ,  0.546 ,  0.054 ,1
4914,FINANCIALLY COMPLETED,AD,39098.00,39113.00,39599.00,40816.00,  0.300 ,  0.243 ,  0.057 ,
4915,FINANCIALLY COMPLETED,AD,39108.00,39108.00,39872.00,40451.00,  0.150 ,  0.095 ,  0.055 ,1
4916,FINANCIALLY COMPLETED,PP,39111.00,39140.00,39568.00,40178.00,  1.600 ,  1.570 ,  0.030 ,
